ID_Entrega,ID_Proveedor,ID_Almacen,ID_Estado,Fecha_Envio,Fecha_Entrega,Tiempo_Entrega,Costo_Entrega,Entregado_Tiempo,Costo_Km,Direccion,Ciudad,Provincia,Pais,Km
210,3,1,2,2024-02-07,2024-03-28,1200.0,3699.84,1,4.81,"Calle 83, N° 91",Ciudad D,Z,Argentina,200
211,1,3,4,2024-03-15,2024-04-27,1032.0,3700.59,0,3.99,"Calle 4, N° 69",Ciudad B,Z,Argentina,800
212,3,2,1,2024-03-03,2024-04-29,1368.0,2629.39,1,4.66,"Calle 33, N° 9",Ciudad A,X,Argentina,800
213,3,1,4,2024-02-25,2024-03-16,480.0,2285.38,1,3.64,"Calle 12, N° 79",Ciudad D,X,Argentina,90
214,5,1,1,2024-03-05,2024-04-12,912.0,1276.81,1,1.05,"Calle 49, N° 60",Ciudad D,X,Argentina,700
215,5,3,4,2024-02-23,2024-04-22,1416.0,3601.65,0,2.41,"Calle 86, N° 70",Ciudad C,Y,Argentina,150
216,3,3,4,2024-03-20,2024-03-28,192.0,3545.85,0,4.96,"Calle 99, N° 11",Ciudad B,Z,Argentina,350
217,5,2,2,2024-03-21,2024-05-19,1416.0,126.47,1,3.39,"Calle 15, N° 82",Ciudad C,X,Argentina,200
218,2,2,1,2024-01-01,2024-02-24,1296.0,4314.99,1,3.01,"Calle 43, N° 89",Ciudad C,Z,Argentina,150
219,4,1,1,2024-03-18,2024-03-29,264.0,4256.94,1,2.94,"Calle 41, N° 87",Ciudad A,Y,Argentina,900
220,5,2,1,2024-03-22,2024-05-04,1032.0,2153.34,0,3.31,"Calle 29, N° 52",Ciudad A,Z,Argentina,200
221,3,3,1,2024-03-06,2024-05-01,1344.0,871.72,1,2.23,"Calle 86, N° 62",Ciudad B,Y,Argentina,500
222,5,3,2,2024-02-16,2024-02-25,216.0,2149.67,1,2.23,"Calle 23, N° 57",Ciudad A,Z,Argentina,150
223,5,3,4,2024-02-19,2024-03-06,384.0,703.47,1,1.04,"Calle 21, N° 38",Ciudad A,Y,Argentina,900
224,3,2,3,2024-02-07,2024-03-23,1080.0,2631.36,1,3.67,"Calle 74, N° 71",Ciudad B,Y,Argentina,700
225,3,1,3,2024-03-27,2024-04-13,408.0,2798.36,1,3.04,"Calle 21, N° 23",Ciudad C,X,Argentina,500
226,1,3,3,2024-02-15,2024-03-19,792.0,4758.02,0,2.81,"Calle 57, N° 9",Ciudad B,Z,Argentina,200
227,4,3,1,2024-02-21,2024-03-13,504.0,4134.14,1,1.49,"Calle 54, N° 36",Ciudad D,Z,Argentina,800
228,2,2,2,2024-03-13,2024-03-27,336.0,4842.43,0,1.65,"Calle 98, N° 55",Ciudad B,X,Argentina,900
229,1,3,2,2024-03-12,2024-04-30,1176.0,4960.31,1,3.02,"Calle 61, N° 43",Ciudad C,X,Argentina,350
230,1,1,2,2024-01-23,2024-02-26,816.0,1525.03,0,2.79,"Calle 8, N° 21",Ciudad A,X,Argentina,200
231,1,1,1,2024-02-05,2024-02-28,552.0,4386.02,0,1.33,"Calle 24, N° 67",Ciudad D,Z,Argentina,600
232,1,3,1,2024-01-11,2024-02-16,864.0,2387.89,1,1.13,"Calle 35, N° 63",Ciudad B,X,Argentina,150
233,4,1,4,2024-03-12,2024-03-22,240.0,1373.54,1,1.04,"Calle 43, N° 25",Ciudad A,Z,Argentina,300
234,3,1,3,2024-02-01,2024-03-11,936.0,2505.4,1,3.74,"Calle 99, N° 26",Ciudad D,X,Argentina,90
235,3,3,3,2024-01-23,2024-02-26,816.0,4011.96,1,1.85,"Calle 52, N° 29",Ciudad D,Y,Argentina,350
236,3,3,2,2024-03-01,2024-04-05,840.0,2202.87,1,2.67,"Calle 57, N° 10",Ciudad B,Y,Argentina,150
237,1,1,2,2024-01-07,2024-02-10,816.0,1885.0,1,4.3,"Calle 52, N° 94",Ciudad D,Z,Argentina,90
238,3,1,2,2024-03-15,2024-04-22,912.0,4309.37,0,2.11,"Calle 87, N° 18",Ciudad A,Y,Argentina,700
239,4,1,2,2024-02-26,2024-03-29,768.0,1487.5,1,1.55,"Calle 9, N° 6",Ciudad C,Y,Argentina,800
240,5,1,1,2024-02-10,2024-03-04,552.0,2537.58,1,2.27,"Calle 65, N° 85",Ciudad A,X,Argentina,350
241,5,3,3,2024-02-03,2024-02-29,624.0,383.47,1,1.34,"Calle 2, N° 29",Ciudad B,Y,Argentina,150
242,4,1,4,2024-03-02,2024-04-23,1248.0,3608.43,1,3.57,"Calle 89, N° 91",Ciudad B,Y,Argentina,200
243,1,2,1,2024-01-01,2024-01-08,168.0,2634.22,1,1.95,"Calle 31, N° 31",Ciudad A,Y,Argentina,150
244,2,3,3,2024-01-13,2024-03-03,1200.0,3545.53,1,2.81,"Calle 73, N° 8",Ciudad C,Y,Argentina,150
245,5,2,4,2024-03-28,2024-05-03,864.0,3572.32,1,3.34,"Calle 83, N° 37",Ciudad D,X,Argentina,800
246,3,1,2,2024-03-09,2024-04-05,648.0,2604.09,1,4.17,"Calle 10, N° 67",Ciudad A,Z,Argentina,700
247,1,1,2,2024-02-20,2024-03-06,360.0,1582.52,0,4.1,"Calle 23, N° 26",Ciudad C,Z,Argentina,300
248,2,2,3,2024-01-02,2024-01-28,624.0,2983.29,1,3.24,"Calle 35, N° 19",Ciudad A,X,Argentina,150
249,3,3,3,2024-02-25,2024-04-13,1152.0,335.82,0,4.25,"Calle 17, N° 58",Ciudad B,Z,Argentina,300
250,3,3,3,2024-01-26,2024-03-16,1200.0,3008.91,1,1.74,"Calle 60, N° 75",Ciudad D,Z,Argentina,150
251,4,2,2,2024-02-26,2024-04-18,1248.0,4864.1,1,1.65,"Calle 74, N° 91",Ciudad C,X,Argentina,700
252,1,2,4,2024-02-17,2024-03-12,576.0,4228.06,1,4.54,"Calle 41, N° 46",Ciudad D,X,Argentina,800
253,4,1,4,2024-03-10,2024-04-20,984.0,3828.92,1,1.71,"Calle 62, N° 11",Ciudad A,Y,Argentina,500
254,3,3,3,2024-02-17,2024-04-03,1104.0,188.17,1,3.67,"Calle 24, N° 7",Ciudad C,Y,Argentina,500
255,2,2,3,2024-03-23,2024-05-07,1080.0,2893.76,1,2.05,"Calle 45, N° 82",Ciudad A,X,Argentina,90
256,2,1,2,2024-03-04,2024-03-17,312.0,2786.75,1,3.2,"Calle 37, N° 18",Ciudad D,Y,Argentina,200
257,5,2,4,2024-02-25,2024-04-12,1128.0,322.55,1,1.68,"Calle 94, N° 47",Ciudad C,Z,Argentina,600
258,4,3,2,2024-01-16,2024-03-14,1392.0,2326.52,1,3.28,"Calle 52, N° 24",Ciudad C,X,Argentina,150
259,1,3,4,2024-03-18,2024-04-19,768.0,466.83,1,4.77,"Calle 60, N° 45",Ciudad B,X,Argentina,350
260,2,2,4,2024-01-28,2024-02-21,576.0,2937.78,1,2.24,"Calle 95, N° 24",Ciudad A,Y,Argentina,600
261,5,2,2,2024-02-07,2024-03-22,1056.0,2328.29,1,4.66,"Calle 39, N° 92",Ciudad C,Y,Argentina,150
262,2,3,3,2024-03-14,2024-04-02,456.0,3374.19,1,2.33,"Calle 69, N° 3",Ciudad D,Y,Argentina,200
263,4,2,3,2024-03-14,2024-04-19,864.0,989.64,1,3.16,"Calle 25, N° 28",Ciudad D,Y,Argentina,200
264,1,1,2,2024-03-28,2024-05-14,1128.0,4460.51,1,2.1,"Calle 86, N° 62",Ciudad B,Z,Argentina,500
265,3,3,2,2024-03-02,2024-04-15,1056.0,3196.01,1,3.65,"Calle 34, N° 30",Ciudad B,X,Argentina,150
266,4,1,1,2024-03-19,2024-05-10,1248.0,4734.27,1,1.64,"Calle 37, N° 82",Ciudad D,Y,Argentina,300
267,5,1,3,2024-03-04,2024-04-19,1104.0,2791.45,0,2.62,"Calle 64, N° 12",Ciudad C,Y,Argentina,150
268,4,2,4,2024-01-14,2024-02-22,936.0,1254.96,1,4.11,"Calle 17, N° 25",Ciudad C,Z,Argentina,90
269,2,3,3,2024-03-18,2024-05-13,1344.0,1860.18,1,1.14,"Calle 85, N° 3",Ciudad A,X,Argentina,700
270,2,3,4,2024-01-01,2024-02-12,1008.0,1577.79,1,4.44,"Calle 30, N° 90",Ciudad C,Z,Argentina,90
271,3,2,2,2024-01-13,2024-03-02,1176.0,1023.79,1,2.57,"Calle 35, N° 38",Ciudad B,Y,Argentina,90
272,1,1,4,2024-02-12,2024-04-01,1176.0,2068.42,0,3.37,"Calle 62, N° 37",Ciudad A,Y,Argentina,200
273,4,1,1,2024-01-02,2024-01-09,168.0,1344.1,1,1.53,"Calle 19, N° 72",Ciudad A,X,Argentina,500
274,5,3,2,2024-03-04,2024-04-17,1056.0,1956.57,1,1.25,"Calle 41, N° 99",Ciudad A,X,Argentina,700
275,5,2,1,2024-02-17,2024-02-28,264.0,3646.12,1,3.91,"Calle 48, N° 61",Ciudad A,X,Argentina,900
276,4,1,3,2024-02-24,2024-02-28,96.0,2215.93,1,2.51,"Calle 53, N° 5",Ciudad A,Z,Argentina,500
277,2,1,3,2024-01-03,2024-02-28,1344.0,4494.06,1,4.83,"Calle 87, N° 79",Ciudad A,X,Argentina,900
278,3,3,1,2024-03-18,2024-04-13,624.0,2415.43,1,2.71,"Calle 44, N° 38",Ciudad C,X,Argentina,300
279,5,2,2,2024-01-28,2024-02-13,384.0,748.86,1,1.44,"Calle 20, N° 63",Ciudad A,Z,Argentina,500
280,1,3,4,2024-03-23,2024-05-17,1320.0,1772.41,0,4.59,"Calle 21, N° 78",Ciudad A,X,Argentina,200
281,5,3,3,2024-03-20,2024-05-05,1104.0,793.91,1,2.54,"Calle 10, N° 70",Ciudad C,Y,Argentina,300
282,2,2,3,2024-02-10,2024-04-07,1368.0,4590.13,0,4.31,"Calle 67, N° 87",Ciudad A,X,Argentina,300
283,5,3,4,2024-03-27,2024-05-12,1104.0,922.28,1,4.28,"Calle 76, N° 17",Ciudad D,X,Argentina,350
284,3,3,3,2024-03-08,2024-04-05,672.0,2100.66,1,3.39,"Calle 76, N° 98",Ciudad A,Y,Argentina,150
285,4,3,1,2024-02-16,2024-02-20,96.0,558.51,1,1.97,"Calle 27, N° 49",Ciudad A,Z,Argentina,700
286,1,2,4,2024-03-10,2024-05-07,1392.0,1683.38,1,2.48,"Calle 26, N° 51",Ciudad B,Y,Argentina,700
287,5,3,2,2024-03-02,2024-03-12,240.0,4916.73,1,3.62,"Calle 93, N° 49",Ciudad C,Z,Argentina,150
288,4,3,2,2024-01-19,2024-01-28,216.0,1205.81,1,2.06,"Calle 48, N° 71",Ciudad A,Y,Argentina,800
289,1,3,2,2024-02-11,2024-03-02,480.0,1710.36,0,4.56,"Calle 96, N° 35",Ciudad C,Y,Argentina,200
290,2,1,2,2024-01-17,2024-01-27,240.0,3773.59,1,1.44,"Calle 77, N° 74",Ciudad A,Y,Argentina,700
291,4,1,3,2024-01-12,2024-02-11,720.0,655.92,0,4.41,"Calle 39, N° 9",Ciudad D,Y,Argentina,300
292,3,2,2,2024-02-04,2024-03-18,1032.0,578.03,1,4.48,"Calle 37, N° 78",Ciudad D,X,Argentina,350
293,5,1,1,2024-01-12,2024-01-20,192.0,4771.46,0,2.05,"Calle 45, N° 33",Ciudad D,X,Argentina,500
294,4,2,1,2024-01-09,2024-01-14,120.0,3441.22,1,4.14,"Calle 97, N° 81",Ciudad C,Z,Argentina,500
295,1,3,4,2024-01-26,2024-02-29,816.0,4527.69,0,3.13,"Calle 5, N° 78",Ciudad C,X,Argentina,350
296,4,3,4,2024-03-17,2024-04-30,1056.0,2685.82,1,1.96,"Calle 57, N° 76",Ciudad A,Z,Argentina,350
297,2,3,4,2024-01-19,2024-01-26,168.0,3477.98,0,4.95,"Calle 92, N° 65",Ciudad A,Z,Argentina,500
298,5,1,3,2024-03-18,2024-04-08,504.0,3736.44,1,2.65,"Calle 20, N° 92",Ciudad D,Y,Argentina,800
299,1,2,1,2024-01-02,2024-02-23,1248.0,2797.6,1,4.78,"Calle 61, N° 77",Ciudad D,X,Argentina,700
300,4,2,1,2024-01-16,2024-01-30,336.0,2785.76,0,1.89,"Calle 61, N° 44",Ciudad C,Y,Argentina,350
301,4,3,2,2024-02-02,2024-02-20,432.0,3093.61,0,4.07,"Calle 60, N° 88",Ciudad A,Y,Argentina,90
302,5,2,1,2024-01-16,2024-01-30,336.0,804.53,1,4.97,"Calle 53, N° 18",Ciudad B,X,Argentina,200
303,1,2,4,2024-03-15,2024-04-30,1104.0,3318.41,1,1.96,"Calle 13, N° 73",Ciudad A,X,Argentina,200
304,4,3,2,2024-03-26,2024-04-20,600.0,764.94,0,3.58,"Calle 91, N° 37",Ciudad B,Z,Argentina,300
305,3,3,3,2024-01-06,2024-01-29,552.0,946.72,0,3.92,"Calle 42, N° 35",Ciudad A,Y,Argentina,350
306,5,2,3,2024-02-05,2024-02-26,504.0,962.77,1,2.22,"Calle 14, N° 14",Ciudad D,Y,Argentina,500
307,5,3,2,2024-02-18,2024-03-27,912.0,4948.27,1,2.61,"Calle 42, N° 54",Ciudad C,Z,Argentina,500
308,3,2,1,2024-03-20,2024-03-28,192.0,2337.06,1,2.93,"Calle 55, N° 75",Ciudad D,Z,Argentina,150
309,3,2,2,2024-03-04,2024-03-24,480.0,913.34,1,2.07,"Calle 86, N° 63",Ciudad C,Y,Argentina,300
310,3,1,4,2024-02-20,2024-03-26,840.0,4879.15,1,1.05,"Calle 11, N° 64",Ciudad A,Z,Argentina,90
311,3,2,2,2024-01-27,2024-01-30,72.0,3787.8,1,4.46,"Calle 3, N° 35",Ciudad C,Y,Argentina,350
312,3,3,4,2024-01-25,2024-02-02,192.0,3364.54,0,1.23,"Calle 74, N° 87",Ciudad D,Y,Argentina,200
313,2,3,1,2024-01-24,2024-03-04,960.0,4999.78,1,1.77,"Calle 21, N° 40",Ciudad D,Z,Argentina,700
314,4,3,1,2024-01-27,2024-03-08,984.0,1770.33,1,3.82,"Calle 88, N° 13",Ciudad C,Z,Argentina,900
315,1,3,1,2024-01-05,2024-02-03,696.0,3924.71,1,3.57,"Calle 74, N° 48",Ciudad C,Z,Argentina,900
316,3,2,1,2024-03-28,2024-04-15,432.0,3854.39,1,1.76,"Calle 87, N° 12",Ciudad D,Y,Argentina,600
317,5,3,1,2024-03-28,2024-05-27,1440.0,4182.58,1,1.64,"Calle 31, N° 90",Ciudad D,Y,Argentina,600
318,5,3,1,2024-02-18,2024-03-20,744.0,450.71,0,2.35,"Calle 42, N° 2",Ciudad D,X,Argentina,350
319,2,3,3,2024-02-03,2024-03-19,1080.0,2965.57,1,4.06,"Calle 15, N° 83",Ciudad A,Z,Argentina,350
320,4,1,3,2024-01-02,2024-02-29,1392.0,3393.5,1,4.97,"Calle 50, N° 15",Ciudad D,X,Argentina,600
321,5,2,2,2024-01-19,2024-02-09,504.0,4928.0,1,2.43,"Calle 86, N° 48",Ciudad C,Y,Argentina,350
322,5,2,2,2024-03-09,2024-05-02,1296.0,3364.71,1,2.96,"Calle 87, N° 100",Ciudad D,X,Argentina,800
323,5,2,1,2024-03-24,2024-04-29,864.0,4454.33,0,4.54,"Calle 42, N° 51",Ciudad D,Y,Argentina,800
324,3,1,3,2024-02-02,2024-03-08,840.0,2119.62,1,1.7,"Calle 73, N° 58",Ciudad D,Z,Argentina,500
325,5,2,2,2024-02-13,2024-03-02,432.0,1105.74,1,4.61,"Calle 21, N° 59",Ciudad A,X,Argentina,350
326,3,1,2,2024-01-15,2024-02-21,888.0,637.29,1,2.13,"Calle 87, N° 18",Ciudad D,X,Argentina,900
327,3,2,1,2024-01-09,2024-02-22,1056.0,495.6,1,2.01,"Calle 73, N° 70",Ciudad C,Y,Argentina,350
328,3,1,2,2024-03-28,2024-04-09,288.0,4285.8,1,4.3,"Calle 18, N° 85",Ciudad D,X,Argentina,90
329,1,3,4,2024-03-01,2024-04-12,1008.0,1546.54,1,2.35,"Calle 89, N° 14",Ciudad D,Y,Argentina,800
330,3,1,4,2024-02-11,2024-02-26,360.0,1694.64,1,4.15,"Calle 23, N° 89",Ciudad A,Y,Argentina,600
331,3,2,3,2024-02-20,2024-03-28,888.0,4411.06,1,4.04,"Calle 84, N° 96",Ciudad D,X,Argentina,200
332,5,3,2,2024-03-16,2024-03-20,96.0,3376.96,0,1.4,"Calle 47, N° 42",Ciudad C,X,Argentina,200
333,4,2,2,2024-01-05,2024-02-18,1056.0,3214.28,0,2.74,"Calle 2, N° 31",Ciudad B,X,Argentina,90
334,4,1,1,2024-01-12,2024-02-27,1104.0,2444.51,1,2.57,"Calle 14, N° 69",Ciudad D,Z,Argentina,700
335,4,2,3,2024-01-10,2024-02-07,672.0,4922.07,1,2.59,"Calle 50, N° 98",Ciudad A,Y,Argentina,200
336,1,3,3,2024-03-07,2024-03-22,360.0,2198.31,1,1.53,"Calle 20, N° 11",Ciudad A,Y,Argentina,350
337,3,1,2,2024-01-20,2024-01-30,240.0,536.65,1,2.45,"Calle 42, N° 54",Ciudad C,X,Argentina,300
338,5,3,2,2024-01-26,2024-03-11,1080.0,1702.99,1,1.5,"Calle 65, N° 92",Ciudad C,X,Argentina,150
339,1,1,3,2024-03-18,2024-04-06,456.0,3342.58,1,1.84,"Calle 92, N° 71",Ciudad D,X,Argentina,350
340,1,3,4,2024-01-21,2024-02-18,672.0,2533.43,1,1.29,"Calle 76, N° 61",Ciudad A,Y,Argentina,300
341,3,1,3,2024-02-27,2024-04-20,1272.0,1909.26,1,3.44,"Calle 23, N° 58",Ciudad C,Z,Argentina,800
342,5,2,2,2024-03-10,2024-03-16,144.0,2383.43,1,4.8,"Calle 27, N° 86",Ciudad B,Z,Argentina,700
343,5,1,3,2024-02-09,2024-03-03,552.0,3580.94,1,1.08,"Calle 45, N° 49",Ciudad C,X,Argentina,800
344,1,2,1,2024-03-16,2024-04-24,936.0,114.98,0,4.76,"Calle 54, N° 62",Ciudad B,Y,Argentina,500
345,4,1,1,2024-01-23,2024-02-22,720.0,3351.53,1,1.61,"Calle 78, N° 86",Ciudad B,Y,Argentina,600
346,2,2,2,2024-02-15,2024-03-22,864.0,4478.45,1,1.12,"Calle 72, N° 43",Ciudad B,Z,Argentina,300
347,2,2,4,2024-01-10,2024-02-25,1104.0,2238.11,1,4.75,"Calle 93, N° 18",Ciudad D,Z,Argentina,200
348,3,3,1,2024-01-28,2024-03-24,1344.0,4537.74,1,4.5,"Calle 41, N° 75",Ciudad D,Y,Argentina,600
349,5,1,4,2024-03-03,2024-04-19,1128.0,1976.06,0,2.56,"Calle 59, N° 8",Ciudad D,Z,Argentina,800
350,5,2,3,2024-03-01,2024-04-29,1416.0,871.52,1,1.23,"Calle 40, N° 76",Ciudad C,Y,Argentina,500
351,1,1,2,2024-01-11,2024-01-13,48.0,3924.78,0,3.81,"Calle 4, N° 42",Ciudad A,Y,Argentina,900
352,4,1,1,2024-03-15,2024-04-12,672.0,192.31,1,1.38,"Calle 17, N° 15",Ciudad A,X,Argentina,900
353,2,1,3,2024-02-01,2024-03-17,1080.0,4887.67,1,4.71,"Calle 54, N° 45",Ciudad A,Z,Argentina,800
354,2,1,2,2024-02-01,2024-03-20,1152.0,3439.74,1,4.76,"Calle 21, N° 61",Ciudad D,Y,Argentina,800
355,3,3,1,2024-03-20,2024-05-02,1032.0,268.44,1,4.6,"Calle 13, N° 74",Ciudad B,Z,Argentina,350
356,1,1,1,2024-01-06,2024-01-22,384.0,188.18,0,1.71,"Calle 4, N° 44",Ciudad C,Z,Argentina,300
357,3,3,1,2024-01-20,2024-03-18,1392.0,2026.73,1,4.48,"Calle 58, N° 8",Ciudad B,Y,Argentina,800
358,1,3,1,2024-03-17,2024-03-26,216.0,2396.17,1,1.4,"Calle 64, N° 32",Ciudad B,Y,Argentina,200
359,2,1,3,2024-03-08,2024-03-14,144.0,3629.48,0,1.92,"Calle 59, N° 7",Ciudad D,Z,Argentina,300
360,2,2,4,2024-01-14,2024-03-04,1200.0,3504.49,1,3.23,"Calle 23, N° 41",Ciudad C,X,Argentina,500
361,3,2,4,2024-03-15,2024-04-07,552.0,877.29,0,1.48,"Calle 83, N° 97",Ciudad A,X,Argentina,300
362,4,2,1,2024-02-05,2024-02-29,576.0,3653.36,1,4.04,"Calle 23, N° 65",Ciudad B,Y,Argentina,800
363,1,2,1,2024-03-01,2024-03-27,624.0,3708.06,0,4.16,"Calle 45, N° 27",Ciudad D,X,Argentina,300
364,5,3,3,2024-02-18,2024-03-31,1008.0,4285.11,0,1.87,"Calle 84, N° 46",Ciudad D,Z,Argentina,90
365,5,3,1,2024-03-21,2024-04-27,888.0,1879.21,1,2.12,"Calle 55, N° 64",Ciudad B,Z,Argentina,350
366,2,2,4,2024-02-02,2024-03-24,1224.0,2975.1,0,4.96,"Calle 70, N° 87",Ciudad B,Y,Argentina,900
367,5,3,4,2024-02-02,2024-02-03,24.0,4214.57,1,3.94,"Calle 72, N° 29",Ciudad A,Z,Argentina,500
368,4,3,2,2024-03-02,2024-03-10,192.0,3127.72,0,1.89,"Calle 26, N° 50",Ciudad C,X,Argentina,900
369,3,2,1,2024-03-20,2024-03-27,168.0,4507.45,1,1.9,"Calle 39, N° 32",Ciudad C,X,Argentina,150
370,2,2,4,2024-03-22,2024-03-25,72.0,2203.96,1,4.83,"Calle 33, N° 15",Ciudad D,X,Argentina,800
371,4,1,3,2024-03-05,2024-03-14,216.0,2281.82,0,1.49,"Calle 45, N° 62",Ciudad A,Z,Argentina,90
372,2,1,3,2024-03-26,2024-05-08,1032.0,3155.63,1,4.94,"Calle 61, N° 87",Ciudad C,X,Argentina,800
373,1,1,1,2024-03-06,2024-04-29,1296.0,372.64,0,2.28,"Calle 62, N° 27",Ciudad A,X,Argentina,300
374,3,1,2,2024-02-21,2024-04-15,1296.0,4299.86,0,2.3,"Calle 74, N° 96",Ciudad D,Y,Argentina,150
375,5,2,4,2024-02-21,2024-03-11,456.0,4044.43,1,1.21,"Calle 95, N° 99",Ciudad A,Y,Argentina,800
376,1,2,3,2024-02-14,2024-03-13,672.0,3032.41,1,3.57,"Calle 31, N° 55",Ciudad A,Z,Argentina,150
377,1,2,1,2024-03-23,2024-04-04,288.0,474.94,1,2.44,"Calle 17, N° 29",Ciudad C,Z,Argentina,800
378,5,1,2,2024-02-13,2024-04-06,1272.0,4235.34,1,1.79,"Calle 41, N° 21",Ciudad C,X,Argentina,900
379,3,1,2,2024-02-06,2024-02-26,480.0,880.79,1,3.28,"Calle 74, N° 56",Ciudad C,X,Argentina,350
380,2,3,2,2024-02-09,2024-03-29,1176.0,1727.63,1,4.08,"Calle 89, N° 40",Ciudad D,X,Argentina,350
381,1,2,2,2024-03-26,2024-04-22,648.0,347.94,1,4.54,"Calle 68, N° 66",Ciudad C,X,Argentina,90
382,1,1,4,2024-03-21,2024-05-07,1128.0,4324.23,1,4.66,"Calle 71, N° 98",Ciudad A,Y,Argentina,350
383,4,2,1,2024-01-07,2024-02-24,1152.0,966.91,0,3.47,"Calle 27, N° 49",Ciudad A,X,Argentina,800
384,5,3,1,2024-01-18,2024-02-10,552.0,1332.81,0,2.94,"Calle 3, N° 4",Ciudad D,Z,Argentina,90
385,3,1,4,2024-03-24,2024-05-22,1416.0,1788.18,1,3.12,"Calle 28, N° 18",Ciudad D,Z,Argentina,90
386,4,1,2,2024-02-05,2024-04-05,1440.0,4927.45,1,2.0,"Calle 66, N° 82",Ciudad B,Y,Argentina,90
387,1,3,2,2024-03-04,2024-05-03,1440.0,2976.31,1,1.41,"Calle 20, N° 82",Ciudad D,Z,Argentina,600
388,5,2,1,2024-01-03,2024-02-15,1032.0,4413.71,1,2.8,"Calle 8, N° 21",Ciudad C,Z,Argentina,350
389,1,1,1,2024-02-12,2024-02-21,216.0,336.22,1,1.44,"Calle 75, N° 88",Ciudad C,Z,Argentina,800
390,2,3,3,2024-02-22,2024-04-01,936.0,4590.44,1,1.16,"Calle 90, N° 90",Ciudad A,Y,Argentina,500
391,4,1,2,2024-01-06,2024-01-15,216.0,1495.51,1,1.2,"Calle 13, N° 82",Ciudad D,Y,Argentina,900
392,1,2,1,2024-01-13,2024-01-31,432.0,2108.84,1,3.79,"Calle 16, N° 52",Ciudad B,Z,Argentina,700
393,5,2,1,2024-01-17,2024-01-29,288.0,3058.04,1,1.09,"Calle 39, N° 89",Ciudad A,Z,Argentina,600
394,2,1,3,2024-03-07,2024-04-15,936.0,2727.77,1,2.6,"Calle 26, N° 39",Ciudad C,Y,Argentina,600
395,5,2,3,2024-01-04,2024-01-22,432.0,1054.93,1,4.26,"Calle 75, N° 77",Ciudad C,Y,Argentina,700
396,1,3,3,2024-01-23,2024-02-25,792.0,4740.1,1,3.25,"Calle 50, N° 26",Ciudad B,X,Argentina,500
397,2,2,3,2024-02-17,2024-02-22,120.0,3185.42,1,2.1,"Calle 17, N° 7",Ciudad A,X,Argentina,200
398,1,3,1,2024-02-11,2024-04-02,1224.0,4331.73,1,3.94,"Calle 24, N° 34",Ciudad D,Y,Argentina,200
399,2,3,1,2024-01-15,2024-03-02,1128.0,3100.1,1,4.35,"Calle 5, N° 66",Ciudad C,Z,Argentina,500
400,2,1,2,2024-03-01,2024-03-03,48.0,4769.12,1,4.1,"Calle 88, N° 27",Ciudad C,X,Argentina,200
401,2,3,1,2024-02-23,2024-04-12,1176.0,2682.56,0,4.55,"Calle 71, N° 43",Ciudad A,X,Argentina,90
402,1,1,1,2024-01-25,2024-02-06,288.0,2995.89,1,4.57,"Calle 77, N° 42",Ciudad D,Y,Argentina,700
403,1,3,2,2024-02-16,2024-03-06,456.0,3926.98,1,2.51,"Calle 75, N° 39",Ciudad A,X,Argentina,200
404,4,2,2,2024-02-12,2024-03-03,480.0,187.99,1,2.51,"Calle 99, N° 8",Ciudad A,X,Argentina,700
405,1,2,4,2024-03-10,2024-03-29,456.0,426.71,0,3.36,"Calle 89, N° 72",Ciudad B,X,Argentina,800
406,3,2,2,2024-02-01,2024-03-21,1176.0,1589.38,0,4.48,"Calle 29, N° 8",Ciudad C,Y,Argentina,800
407,2,3,2,2024-01-23,2024-03-18,1320.0,1870.7,1,2.91,"Calle 53, N° 52",Ciudad C,Y,Argentina,350
408,5,1,1,2024-03-27,2024-04-17,504.0,837.46,1,1.8,"Calle 94, N° 31",Ciudad D,Y,Argentina,600
409,3,1,1,2024-03-23,2024-03-24,24.0,1768.08,1,2.51,"Calle 74, N° 45",Ciudad B,Z,Argentina,900
410,2,1,2,2024-01-09,2024-01-27,432.0,974.01,1,2.56,"Calle 21, N° 67",Ciudad A,X,Argentina,90
411,3,3,3,2024-02-14,2024-04-05,1224.0,4578.33,1,2.97,"Calle 19, N° 3",Ciudad D,Z,Argentina,200
412,1,1,3,2024-01-08,2024-02-14,888.0,4683.55,1,3.65,"Calle 22, N° 42",Ciudad B,Y,Argentina,300
413,3,1,1,2024-01-13,2024-02-15,792.0,1568.76,0,2.18,"Calle 51, N° 73",Ciudad B,X,Argentina,150
414,3,1,2,2024-03-18,2024-04-29,1008.0,3003.7,1,2.74,"Calle 74, N° 88",Ciudad C,X,Argentina,300
415,1,3,1,2024-03-10,2024-04-29,1200.0,1047.68,1,3.65,"Calle 30, N° 43",Ciudad D,X,Argentina,90
416,3,2,2,2024-01-16,2024-01-27,264.0,1067.46,1,3.89,"Calle 48, N° 2",Ciudad D,X,Argentina,150
417,5,3,1,2024-01-25,2024-03-17,1248.0,3991.14,1,4.5,"Calle 21, N° 36",Ciudad B,Y,Argentina,800
418,1,2,3,2024-03-03,2024-05-01,1416.0,2531.25,1,3.0,"Calle 29, N° 7",Ciudad B,X,Argentina,500
419,5,1,4,2024-02-09,2024-02-20,264.0,2197.25,1,3.15,"Calle 60, N° 94",Ciudad A,Z,Argentina,500
